smiles,delta_g_kcal_mol,source,role,parent_name,canonical_smiles
CC(CCCC(C)=C)CCN(N=N)C(=O)[NH1+1]C=CC=O,-3.5,augment,,,C=C(C)CCCC(C)CCN(N=N)C(=O)[NH+]C=CC=O
C=C(C)CCF,-1.87,augment,,,C=C(C)CCF
C=C(C)CCNC(C)NC(=O)NC=NC=CCC(Cl)C=CN,-4.01,augment,,,C=C(C)CCNC(C)NC(=O)NC=NC=CCC(Cl)C=CN
C=C(C)CN=COCC=CC(C)C1=NNC=CC1C,-3.68,augment,,,C=C(C)CN=COCC=CC(C)C1=NNC=CC1C
CC(=C)CC1=CC=C(C=C12)CC2=C,-3.69,augment,,,C=C(C)Cc1ccc2cc1C(=C)C2
C=C(C)N,-1.99,augment,,,C=C(C)N
CC(=C)N1CCN/C(=O)NC(C=CC=CC=C1CC)F,-3.99,augment,,,C=C(C)N1CCNC(=O)NC(F)C=CC=CC=C1CC
C=C(C)NC=CC=O,-3.01,augment,,,C=C(C)NC=CC=O
C[C@H1](COC(C)CCC=CCC=CC1)C1NCC=COC(C)=C,-4.65,augment,,,C=C(C)OC=CCNC1CC=CCC=CCCC(C)OC[C@H]1C
CC=CC=CNC#COCCCCCC=CC=C1NC1NNCCCOC(C)=C,-3.05,augment,,,C=C(C)OCCCNNC1NC1=CC=CCCCCCOC#CNC=CC=CC
C=C(C)[C@H1](C=CCCCNC=CC1)CC=CC=C1OC(C)=CSC,-5.05,augment,,,C=C(C)[C@@H]1C=CCCCNC=CCC(OC(C)=CSC)=CC=CC1
O=C(CN1CC)C=C1SC(O)C(=C)C(OCC2)CCO2,-3.58,augment,,,C=C(C1CCOCCO1)C(O)SC1=CC(=O)CN1CC
CNC[NH2+1]CC(=C)C=C(CC)CC=NC=O,-2.09,augment,,,C=C(C=C(CC)CC=NC=O)C[NH2+]CNC
COC=CC=C(C=CC=O)ONC(=C)C=C(O)C=C=CN=CC,-3.47,augment,,,C=C(C=C(O)C=C=CN=CC)NOC(C=CC=O)=CC=COC
CCC1=CC=CC=C1C2CCCN2CCCC=CNC(=C)C=C3N=C3,-4.51,augment,,,C=C(C=C1C=N1)NC=CCCCN1CCCC1c1ccccc1CC
CCCCC(=C)C=C=C=COSC=NC([C@H1](C)CC)C,-3.06,augment,,,C=C(C=C=C=COSC=NC(C)[C@H](C)CC)CCCC
CCOC(=C)C=C=CC=O,-3.24,augment,,,C=C(C=C=CC=O)OCC
CC(=O)CC=C=CC(=C)CCC=C(C)CCC(C)C,-3.93,augment,,,C=C(C=C=CCC(C)=O)CCC=C(C)CCC(C)C
COC=CC=CC=CC(=O)CC=CCCCCN=C=CC(=C)C=NC,-3.67,augment,,,C=C(C=C=NCCCCC=CCC(=O)C=CC=CC=COC)C=NC
CCOC=C(C=CC=O)C(=C)C=C=O,-3.62,augment,,,C=C(C=C=O)C(C=CC=O)=COCC
CC[NH2+1]C=CC=CC=C(S/C(=C)C=CC#N)S,-3.33,augment,,,C=C(C=CC#N)SC(S)=CC=CC=C[NH2+]CC
O=CC(C)N=C[NH1]C=C[NH1]C(=C)/C=CC(=C)N=CCC(Cl)CC,-3.98,augment,,,C=C(C=CC(=C)NC=CNC=NC(C)C=O)N=CCC(Cl)CC
CC(C)N=CCSCOC(=O)C=CC(=C)NNNNC1CCCC=N1,-2.22,augment,,,C=C(C=CC(=O)OCSCC=NC(C)C)NNNNC1CCCC=N1
CCCNC(=C)C=CC(C)CC=CC1C=CNC2OC1CC2,-4.16,augment,,,C=C(C=CC(C)CC=CC1C=CNC2CCC1O2)NCCC
CCOC(C)C=CC(OC=CC(OC)C=CC(=C)SC)CCF,-2.88,augment,,,C=C(C=CC(C=COC(C=CC(C)OCC)CCF)OC)SC
CC(COC1=O)CSC1CCC(=C)C=CC,-3.7,augment,,,C=C(C=CC)CCC1SCC(C)COC1=O
CC=CC(=C)CCCl,-2.53,augment,,,C=C(C=CC)CCCl
CC1=C(N2CCCCNC2(C=NC(=C)C=CC)C1N)CCC=O,-3.51,augment,,,C=C(C=CC)N=CC12NCCCCN1C(CCC=O)=C(C)C2N
CC(=C)NCCC=CCCCCCCOC=NC(=C)C=CC,-1.47,augment,,,C=C(C=CC)N=COCCCCCCC=CCCNC(=C)C
C1CCC(N)C=CC(=O)C=C1C(=C)C=CC2=CC(CC=C2)C,-5.11,augment,,,C=C(C=CC1=CC(C)CC=C1)C1=CC(=O)C=CC(N)CCC1
CC=CC1=CC=CC=C1C(O)C(=C)C=CC2CC2,-3.9,augment,,,C=C(C=CC1CC1)C(O)c1ccccc1C=CC
CC[C@@H1](C)NC(=O)C(=C)C=CC=C1C=C1OC=CC,-3.98,augment,,,C=C(C=CC=C1C=C1OC=CC)C(=O)N[C@H](C)CC
CC=CC=CC(=C)C=C1C=CNCCNN1C2=NC=CC=C2N=CNSNCCCC,-5.1,augment,,,C=C(C=CC=CC)C=C1C=CNCCNN1c1ncccc1N=CNSNCCCC
CC=CC=CC(=C)N=CC=CC=O,-3.7,augment,,,C=C(C=CC=CC)N=CC=CC=O
CC(C)C(=C)C=CC=CC1=CCCN[C@H1]1OCC[NH2+1],-3.16,augment,,,C=C(C=CC=CC1=CCCN[C@H]1OCC[NH2+])C(C)C
CC=CC=CC=CC(=C)C(N)CC=CC=CC=O,-4.17,augment,,,C=C(C=CC=CC=CC)C(N)CC=CC=CC=O
C=C(NCSNC=NC=O)C=CC=CC=CSCCF,-3.33,augment,,,C=C(C=CC=CC=CSCCF)NCSNC=NC=O
NC(=O)C=CC(=C)C=C/C=CCC1N=C1SC=C=NCCCCCC(F)C,-3.7,augment,,,C=C(C=CC=CCC1N=C1SC=C=NCCCCCC(C)F)C=CC(N)=O
CC=CN=CCCCC=CC=CC(=C)NC(=S)NSCC,-3.76,augment,,,C=C(C=CC=CCCCC=NC=CC)NC(=S)NSCC
O=CCOC=C/C(OC)=C/C(=C)C=CC=CCF,-2.99,augment,,,C=C(C=CC=CCF)/C=C(/C=COCC=O)OC
CCCC(C)=CCCCC(=C)C=CC=CCN=NC=O,-3.98,augment,,,C=C(C=CC=CCN=NC=O)CCCC=C(C)CCC
CCC(=C)C=CC=CCNC=C1C(=C)C=C1,-3.94,augment,,,C=C(C=CC=CCNC=C1C=CC1=C)CC
COCC=CC=CC(=C)C(C)C1CCCNN1CCCC=O,-4.09,augment,,,C=C(C=CC=CCOC)C(C)C1CCCNN1CCCC=O
OCOC#CN/NCOC(S)NC(=C)C=CC=CF,-3.16,augment,,,C=C(C=CC=CF)NC(S)OCNNC#COCO
COC(=C)C=CC=CN1C=C(C)CC1=O,-3.38,augment,,,C=C(C=CC=CN1C=C(C)CC1=O)OC
COC=CC=CC(=C)C(=O)C=CC(O)C=CCl,-3.95,augment,,,C=C(C=CC=COC)C(=O)C=CC(O)C=CCl
C=C(C(C)NCCCNCC=NC(C)NN=CC(C)(C)CCC)C=CC=O,-1.37,augment,,,C=C(C=CC=O)C(C)NCCCNCC=NC(C)NN=CC(C)(C)CCC
C=C(C=CC=NCC[O-1])C=CC=O,-3.39,augment,,,C=C(C=CC=O)C=CC=NCC[O-]
COC(=O)CC=CC(=C)C1=CCOC1(C)SCCN=COCCO,-2.98,augment,,,C=C(C=CCC(=O)OC)C1=CCOC1(C)SCCN=COCCO
CC(C)C[C@@H1]=CC(=C)C=CC(=O)NC=NCC,-3.66,augment,,,C=C(C=CCC(C)C)C=CC(=O)NC=NCC
CC(C)C(CNC(=C)C=CCC)(C(=O)C)CCC=CC=CNSCCC,-2.8,augment,,,C=C(C=CCC)NCC(CCC=CC=CNSCCC)(C(C)=O)C(C)C
COC=CCSC=CC(=C)C(=C)C=CCC(C)(C=C1C=C(N)N)C1,-2.63,augment,,,C=C(C=CCC1(C)C=C(C=C(N)N)C1)C(=C)C=CSCC=COC
CCCC=CC(=C)CC=CN[C@H1](C)NC=O,-2.9,augment,,,C=C(C=CCCC)CC=CN[C@H](C)NC=O
C=C(C=CCCCC=CC=CCCC)CNN=CC=CC=CC(C1)C1F,-3.44,augment,,,C=C(C=CCCCC=CC=CCCC)CNN=CC=CC=CC1CC1F
CCC(C=O)C(=C)C=CCCCCOC(C)C=CC=CC=CC,-3.25,augment,,,C=C(C=CCCCCOC(C)C=CC=CC=CC)C(C=O)CC
COC(=C)N=CCC(C)=[C@@H1]NSCCC(=C)C=CCCOCC,-2.37,augment,,,C=C(C=CCCOCC)CCSNC=C(C)CC=NC(=C)OC
O=C(CCC=CC(=C)C=CCF)C=O,-3.4,augment,,,C=C(C=CCF)C=CCCC(=O)C=O
CCOC=CCCNS(=O)NCCNCC=CC(=C)C(=C)C=CCS,-1.16,augment,,,C=C(C=CCS)C(=C)C=CCNCCNS(=O)NCCC=COCC
CNCCC(O)CC(=C)/C=CCl,-2.78,augment,,,C=C(C=CCl)CC(O)CCNC
NCC=NNN/C#CCCNC=NC=CC(=C)C=CF,-3.33,augment,,,C=C(C=CF)C=CN=CNCCC#CNNN=CCN
CC=NN(C)C=CC(=C)PCCC=CC=CC1COC1C=NCO,-3.6,augment,,,C=C(C=CN(C)N=CC)PCCC=CC=CC1COC1C=NCO
OC(C)C=CN=CCC=NN(C(=O)C(N)NNC)C=CC(=C)[NH1]N=O,-2.38,augment,,,C=C(C=CN(N=CCC=NC=CC(C)O)C(=O)C(N)NNC)NN=O
CC1OC=CN1CNC(C)C(=C)C=CN2CCC=C2S#N,-4.06,augment,,,C=C(C=CN1CCC=C1S#N)C(C)NCN1C=COC1C
CCCCCCN(NCCC[C@@H1](Cl)C=NC=CC(=C)CC)CC=CC1=CSO1,-2.61,augment,,,C=C(C=CN=C[C@H](Cl)CCCNN(CC=Cc1cso1)CCCCCC)CC
C=C(CNC=CC=CCC)OC(C=CN=O)=C,-3.72,augment,,,C=C(C=CN=O)OC(=C)CNC=CC=CCC
COC[NH2+1]C(C=CNCC(C)C1=C2C=COC2CC1)=C,-2.84,augment,,,C=C(C=CNCC(C)C1=C2C=COC2CC1)[NH2+]COC
COC=CC=CCNC=CC(=C)C=CN1NN=NC=CC1CNN=CC=CNN=O,-3.37,augment,,,C=C(C=CNCC=CC=COC)C=CN1NN=NC=CC1CNN=CC=CNN=O
CCOC(C=CNCC=[C@@H1]NCC=CC=C[O-1])=C,-3.11,augment,,,C=C(C=CNCC=CNCC=CC=C[O-])OCC
C[NH1+1](C)OC=CNC(=O)CCCNC=CC(=C)NC(=O)CN=O,-3.04,augment,,,C=C(C=CNCCCC(=O)NC=CO[NH+](C)C)NC(=O)CN=O
C1CCCC=C2N1C(=O)N2NC=CC(=C)CCF,-3.66,augment,,,C=C(C=CNN1C(=O)N2CCCCC=C21)CCF
CCOC=CC(=C)C1=CC=C[C@H1](C)C1NCCNCC[C@H1]2NCCC2CCC,-3.54,augment,,,C=C(C=COCC)C1=CC=C[C@H](C)C1NCCNCC[C@H]1NCCC1CCC
CN(CC(=C)C=C[C@H1](CCl)C)ONC1CCCO1,-3.28,augment,,,C=C(C=C[C@@H](C)CCl)CN(C)ONC1CCCO1
C=C(CCC(C)NCCCCCCO)C=N,-1.31,augment,,,C=C(C=N)CCC(C)NCCCCCCO
C1CC=C1CCC(=C)C=NC=C=CN(C=NC=O)CCC=CC=O,-4.2,augment,,,C=C(C=NC=C=CN(C=NC=O)CCC=CC=O)CCC1=CCC1
COCCCNC/CNC=C/C=C/C(=C)C=O,-2.94,augment,,,C=C(C=O)/C=C/C=CNCCNCCCOC
CC([O-1])C(=C)C=O,-3.02,augment,,,C=C(C=O)C(C)[O-]
CSC=CC(=O)C=CC=CC=CC(CNN=O)C(=C)C=O,-4.42,augment,,,C=C(C=O)C(C=CC=CC=CC(=O)C=CSC)CNN=O
CCOC(CC)C(N)C(=C)C=O,-2.55,augment,,,C=C(C=O)C(N)C(CC)OCC
CC1CC=C(C2=C1C(=C)C=O)CC=C2[N+1]=CC=CC=CCCCC,-4.56,augment,,,C=C(C=O)C1=C2C(=CCC1C)CC=C2[N+]=CC=CC=CCCCC
C1[C@@H1](C)C1C(=C)C=O,-3.51,augment,,,C=C(C=O)C1C[C@H]1C
O=CC(=C)C=C(F)CCOC=CC(C)C1=CC(C)C1C=CC=CC,-4.3,augment,,,C=C(C=O)C=C(F)CCOC=CC(C)C1=CC(C)C1C=CC=CC
CC(C)NC=CCOCC(C1)C(C)CC1=CC(=C)C=O,-4.21,augment,,,C=C(C=O)C=C1CC(C)C(COCC=CNC(C)C)C1
CCC=CC=CC(=C)C=O,-3.53,augment,,,C=C(C=O)C=CC=CCC
CC([NH2+1])CC(=C)C=O,-2.52,augment,,,C=C(C=O)CC(C)[NH2+]
C=C(C=O)CN(C)NCC(=O)N=NNNNNCC(C)COC,-1.24,augment,,,C=C(C=O)CN(C)NCC(=O)N=NNNNNCC(C)COC
C=C(N(C)CCCC)C=O,-2.95,augment,,,C=C(C=O)N(C)CCCC
C1=[C@@H1]NCCC=CN1C(C=O)=C,-4.01,augment,,,C=C(C=O)N1C=CCCNC=C1
COC(=C)C=O,-2.44,augment,,,C=C(C=O)OC
O=C(NC=CC=COC(=C)C=O)NCC1=CC1=O,-4.17,augment,,,C=C(C=O)OC=CC=CNC(=O)NCc1cc1=O
COCCNC(=C)CBr,-2.42,augment,,,C=C(CBr)NCCOC
C=C(NCC=CCC1CCCN1CCNCNC)CC(C)CC2C=C2,-2.71,augment,,,C=C(CC(C)CC1C=C1)NCC=CCC1CCCN1CCNCNC
CCC[C@@H1](C1)C(C(=C)CC)(C)NCCCCCCCN1N,-3.7,augment,,,C=C(CC)C1(C)NCCCCCCCN(N)C[C@@H]1CCC
C=C(CC)CC=CCCSN(CC)OC=CNCC,-2.9,augment,,,C=C(CC)CC=CCCSN(CC)OC=CNCC
CCCNC=CCCOC1CC[NH1+1](C)CC=CC(C[NH1+1]CCCC(=C)CC)C=C1,-4.13,augment,,,C=C(CC)CCC[NH+]CC1C=CC[NH+](C)CCC(OCCC=CNCCC)C=C1
CCC(=C)N(C=O)CC(C1)C1,-2.88,augment,,,C=C(CC)N(C=O)CC1CC1
C1C=CC=C1NCNC(C)C(=C)CC=CC=O,-4.5,augment,,,C=C(CC=CC=O)C(C)NCNC1=CC=CC1
C[NH1+1]CCN[C@@H1](C)NNCCC(=C)CC=CF,-2.1,augment,,,C=C(CC=CF)CCNN[C@H](C)NCC[NH+]C
C=C(CCC(=O)CC1=CC1C)CC=NC(C=CCC2)CC2,-3.92,augment,,,C=C(CC=NC1C=CCCCC1)CCC(=O)CC1=CC1C
CCC=CCS(=C)NCSC(=C)CC=NC=CC=O,-2.6,augment,,,C=C(CC=NC=CC=O)SCNS(=C)CC=CCC
CC=CC=CCCOCC(=C)CC=NNC(CCC=O)C,-2.64,augment,,,C=C(CC=NNC(C)CCC=O)COCCC=CC=CC
COC=CC=CC(S)CNC=CC=C(N)CC(=C)CCC(N)C=CN=NON1OC1,-1.12,augment,,,C=C(CCC(N)C=CN=NON1CO1)CC(N)=CC=CNCC(S)C=CC=COC
CCCC(CCNC=O)=C,-2.89,augment,,,C=C(CCC)CCNC=O
C1NC#CCCCC(C2)C2(CCC(=C)NCC)N1,-3.85,augment,,,C=C(CCC12CC1CCCC#CNCN2)NCC
CC=CCCNC=CC=CNCOCCNC(=C)CCC=C1C=NN=NC1,-2.32,augment,,,C=C(CCC=C1C=NN=NC1)NCCOCNC=CC=CNCCC=CC
CC(=O)C1CCNC1CNCCCCCCCCC=CCCC(=C)NCF,-1.66,augment,,,C=C(CCC=CCCCCCCCCNCC1NCCC1C(C)=O)NCF
CCC=NN(C=NCC)CNCC1CC1NCCC(CCC=CCCCCO)=C,-0.6,augment,,,C=C(CCC=CCCCCO)CCNC1CC1CNCN(C=NCC)N=CCC
C=C([C@@H1](C)C(C)(C)CF)CCCC(ON)CCCC,-3.0,augment,,,C=C(CCCC(CCCC)ON)[C@@H](C)C(C)(C)CF
CCCCCC(=CN)C=NCCC(CCCCC)=C,-2.71,augment,,,C=C(CCCCC)CCN=CC(=CN)CCCCC
O=CC=CCNCCCC(=C)NC1CCCOO1,-2.51,augment,,,C=C(CCCNCC=CC=O)NC1CCCOO1
CC=CC(Cl)=CC=CC=CNCCC(=C)N=C1NN1NCNC,-4.54,augment,,,C=C(CCNC=CC=CC=C(Cl)C=CC)N=C1NN1NCNC
CCNCCC(CCNC(Cl)NC(=O)C1CCON1NC=CCC)=C,-1.44,augment,,,C=C(CCNCC)CCNC(Cl)NC(=O)C1CCON1NC=CCC
CCCNCCNC(=C)CC[NH1+1]SCCC1C=N1,-0.48,augment,,,C=C(CC[NH+]SCCC1C=N1)NCCNCCC
CCOC=CC=CC=CN=C(C)CC(=C)CC[O-1],-3.03,augment,,,C=C(CC[O-])CC(C)=NC=CC=CC=COCC
CCC=C1NC#COC[C@H1]1CCC[C@H1](C(=C)CCl)CN,-3.52,augment,,,C=C(CCl)[C@H](CN)CCC[C@@H]1COC#CNC1=CCC
O=CC1C(C)=CC=C1/C(=C)CF,-3.32,augment,,,C=C(CF)C1=CC=C(C)C1C=O
O=C(CCC(=C)CF)NC=C1C(N)C=C1Cl,-3.54,augment,,,C=C(CF)CCC(=O)NC=C1C(Cl)=CC1N
C1C=NC=C1S(=O)NCC=CC2=CC=CC=C2C(=C)CF,-4.91,augment,,,C=C(CF)c1ccccc1C=CCNS(=O)C1=CN=CC1
CCCNC(C=NCC(=C)N=CC)C=NNC=CCCCCCC#N,-2.72,augment,,,C=C(CN=CC(C=NNC=CCCCCCC#N)NCCC)N=CC
COCCNCC(=C)NCCCC(C[NH1+1]1CCCC1)C,-1.07,augment,,,C=C(CNCCOC)NCCCC(C)C[NH+]1CCCC1
CCCCC(O)C=NC1=C=C1C(=C)COCC=NC=O,-3.53,augment,,,C=C(COCC=NC=O)C1=C=C1N=CC(O)CCCC
C=C(COCCC=CCCC=NC=CC=CC=CC=CN)COCCN=N,-2.92,augment,,,C=C(COCCC=CCCC=NC=CC=CC=CC=CN)COCCN=N
CCOC=CC=CNC(=C)COCONN(C1)CC1C,-1.79,augment,,,C=C(COCONN1CC(C)C1)NC=CC=COCC
CCC=C(CSCC(=O)C(C)CF)C(F)=C,-2.35,augment,,,C=C(F)C(=CCC)CSCC(=O)C(C)CF
C[C@H1](C(C)OC(F)=C)CCCCNCC,-1.77,augment,,,C=C(F)OC(C)[C@@H](C)CCCCNCC
C=C(N)CC(=O)C=CC(=O)NCCCC=O,-3.29,augment,,,C=C(N)CC(=O)C=CC(=O)NCCCC=O
C=C(N)CCCC(CCCC)CCC(CO)CCCSC,-2.64,augment,,,C=C(N)CCCC(CCCC)CCC(CO)CCCSC
OC1(C)C=CNCN(C(N)=C)C=CC=C1F,-4.01,augment,,,C=C(N)N1C=CC=C(F)C(C)(O)C=CNC1
N#CNC(=C)C(=O)N1CC=CC=C1,-3.67,augment,,,C=C(NC#N)C(=O)N1C=CC=CC1
CCC=CC=CNC(C)(CC=O)NC(=C)C(C)F,-3.03,augment,,,C=C(NC(C)(CC=O)NC=CC=CCC)C(C)F
CN/C(=C)C(C)N(F)C=O,-3.01,augment,,,C=C(NC)C(C)N(F)C=O
C1C=CC=C(NC(=C)[C@@H1](N)CC(=O)CCCC)C(C)=N1,-3.08,augment,,,C=C(NC1=CC=CCN=C1C)[C@@H](N)CC(=O)CCCC
CC(COC(=O)C)=CNC(=C)[C@@H1](C1)CC1,-2.66,augment,,,C=C(NC=C(C)COC(C)=O)C1CCC1
O=C(C)C=CNC(=C)NC(=O)NC=O,-3.49,augment,,,C=C(NC=CC(C)=O)NC(=O)NC=O
CC(C)N=CCNC(=C)C(=O)C=O,-2.7,augment,,,C=C(NCC=NC(C)C)C(=O)C=O
O=CCCCNC(=C)C(C=CC=N)CCl,-2.53,augment,,,C=C(NCCCC=O)C(C=CC=N)CCl
C1NNCN1CNCCNC(=C)N(O)C=CCC,-2.25,augment,,,C=C(NCCNCN1CNNC1)N(O)C=CCC
C1CN1C(=C)NCNC(C)CCCC(=O)NC=O,-2.88,augment,,,C=C(NCNC(C)CCCC(=O)NC=O)N1CC1
CC(C)C(=C)NOC=CC=CC(C)N(C)C=O,-3.24,augment,,,C=C(NOC=CC=CC(C)N(C)C=O)C(C)C
O=S(N)NC(=C)C(C)CC1=CC1C=O,-2.93,augment,,,C=C(NS(N)=O)C(C)CC1=CC1C=O
C=C(O)C(C)C=O,-3.03,augment,,,C=C(O)C(C)C=O
CCN[NH1]C(C)=CC1(C)/NN=CCCC=C1NC=CCCC(O)=C,-3.07,augment,,,C=C(O)CCC=CNC1=CCCC=NNC1(C)C=C(C)NNCC
COC(=C)C(C)CC(CCCCCC=CC=O)C=O,-3.26,augment,,,C=C(OC)C(C)CC(C=O)CCCCCC=CC=O
C=C(OC=CSCCNCC(C)(N)C)OC=CC#CBr,-1.37,augment,,,C=C(OC=CC#CBr)OC=CSCCNCC(C)(C)N
CCOC(=C)C(=N)NN=NCC=CC1=CC1=NN=NNNCC2CC(C)C=C2C,-4.9,augment,,,C=C(OCC)C(=N)NN=NCC=Cc1cc1=NN=NNNCC1CC(C)C=C1C
CNC=CCC(=N)C=CCOC(=C)N(C1)C=CC=C1F,-3.5,augment,,,C=C(OCC=CC(=N)CC=CNC)N1C=CC=C(F)C1
O=C(N)C=CCOC(=C)C(=O)NCCCC,-3.08,augment,,,C=C(OCC=CC(N)=O)C(=O)NCCCC
C=C(OCCCC=CNC=CC=NC1=C=C=CCCC=CC=CC1)C2CC2,-4.55,augment,,,C=C(OCCCC=CNC=CC=NC1=C=C=CCCC=CC=CC1)C1CC1
CC=[NH1+1]C(SCCNCCCNC(C)C=CC1=C)C#C1,-4.66,augment,,,C=C1C#CC([NH+]=CC)SCCNCCCNC(C)C=C1
C=C(SC=NC=CCC1(CC=CC)F)C#CCCC=C1CN,-4.42,augment,,,C=C1C#CCCC=C(CN)C(F)(CC=CC)CC=CN=CS1
C1#CC(=C)N1C(C)CC(C)CCC=C(C)CCC2CC=CC=C2,-4.27,augment,,,C=C1C#CN1C(C)CC(C)CCC=C(C)CCC1C=CC=CC1
C1CC2=CC=C3C2CC(O)C=CC(=C)C#CN=CC(C)C31C4CC4(C)F,-5.12,augment,,,C=C1C#CN=CC(C)C2(C3CC3(C)F)CCC3=CC=C2C3CC(O)C=C1
CC1(C)C(=C)C(=C)C(=O)NC(C)=C1CCCN=CC(O2)C=C2,-4.66,augment,,,C=C1C(=C)C(C)(C)C(CCCN=CC2C=CO2)=C(C)NC1=O
CC=C1C(=O)CC(C)(C2)N2C1=C,-4.01,augment,,,C=C1C(=CC)C(=O)CC2(C)CN12
CCCN(C=CN=C(CCC1=O)NCCCC)CC=C(N)C1=C,-3.85,augment,,,C=C1C(=O)CCC(NCCCC)=NC=CN(CCC)CC=C1N
O=C(CCCNCC=C1N(C)C=N)C1=C,-3.85,augment,,,C=C1C(=O)CCCNCC=C1N(C)C=N
CCCC=C(C=C1C(=C)C(=O)CC2)C(C)=CC1N2CC,-4.38,augment,,,C=C1C(=O)CCN(CC)C2C=C(C)C(=CCCC)C=C12
C=C(C(=O)SC=CC1N(C)C=NC=CC2CC2)N3C1=C3C#N,-4.22,augment,,,C=C1C(=O)SC=CC(N(C)C=NC=CC2CC2)C2=C(C#N)N12
C1C=CCCC(C(=C)C2=O)C=C1CNC=CCNCCC=CN=CSS2,-5.59,augment,,,C=C1C(=O)SSC=NC=CCCNCC=CNCC2=CC1CCC=CC2
CC(=O)N=CCC(N1C(C)=CC(C)C1=C)CCCCC=S,-3.54,augment,,,C=C1C(C)C=C(C)N1C(CC=NC(C)=O)CCCCC=S
CC=CC=CC(=O)CC[C@@]1(NCCNCC2CC=NC23C1=C)C(C)CCC3,-5.18,augment,,,C=C1C23CCCC(C)[C@@]1(CCC(=O)C=CC=CC)NCCNCC2CC=N3
C=C1C(N2)C3=C1CCN32,-3.75,augment,,,C=C1C2=C3C1NN3CC2
C1C(C)=[C@H1]CCCC(=O)C2C=C1C2=C,-4.48,augment,,,C=C1C2=CC1C(=O)CCCC=C(C)C2
C1COC2=CC=CC(N1C=CC=C(C2C)C3=C)C=CCC3CCO,-5.43,augment,,,C=C1C2=CC=CN3CCOC(=CC=CC3C=CCC1CCO)C2C
CC=NN(C=1C)CNC=1C2=CC=CC=C2[C@@H1](O3)C4=CSNC=C3C4=C,-4.94,augment,,,C=C1C2=CNSC=C1[C@@H](c1ccccc1C1=C(C)N(N=CC)CN1)O2
C1OC=C2CCC=C1C2=C,-3.2,augment,,,C=C1C2=COCC1=CCC2
C=12CN=C2C(=C)/C(F)CCC=1,-3.54,augment,,,C=C1C2=NCC2=CCCC1F
C1C2OC3C(=C)N2C([NH1+1]C)C=CCC(C)(OC)COCCC31O,-3.75,augment,,,C=C1C2OC3CC2(O)CCOCC(C)(OC)CC=CC([NH+]C)N13
CCNC(=O)C1=CC(=C)NCC2NC=CC3=CNCC2C=CC4C3=C4ON1C,-4.64,augment,,,C=C1C=C(C(=O)NCC)N(C)OC2=C3C4=CNCC(C=CC23)C(CN1)NC=C4
C1CC(=C)C=C1C(O)CCOC=CC2CN=CCC2C=O,-3.85,augment,,,C=C1C=C(C(O)CCOC=CC2CN=CCC2C=O)CC1
CC1=CC(=C)C=C1C(=C)/C(O)OC(C=2)CC=2C,-3.51,augment,,,C=C1C=C(C)C(C(=C)C(O)OC2C=C(C)C2)=C1
CN(CC=C(C)SC=CCC1C)NC(=C)C(=C)C=C(C)C=CC=C1,-5.37,augment,,,C=C1C=C(C)C=CC=CC(C)CC=CSC(C)=CCN(C)NC1=C
CC(O)C1=CCCN(O)CC(C)CCOC(C)=CC1=C,-4.08,augment,,,C=C1C=C(C)OCCC(C)CN(O)CCC=C1C(C)O
CCN1C(C)C=CC=CC=CS(=N)C=C1C2=CC(=C)CC2C,-5.02,augment,,,C=C1C=C(C2=CS(=N)C=CC=CC=CC(C)N2CC)C(C)C1
CCOC(C=CC=CCCNC=CC1N)C(=C)C=C1C=CC=O,-3.9,augment,,,C=C1C=C(C=CC=O)C(N)C=CNCCC=CC=CC1OCC
COC=CC=CCNC(=O)C=CC1=CC(=C)C=C1C=O,-4.19,augment,,,C=C1C=C(C=O)C(C=CC(=O)NCC=CC=COC)=C1
CCOC=CC=CCCC=C(CC)CC1NC(=C)C=C1C=O,-3.83,augment,,,C=C1C=C(C=O)C(CC(=CCCC=CC=COCC)CC)N1
C1[NH1+1](C)C(=C)C=C1/CC=NC=C(C)CCF,-3.14,augment,,,C=C1C=C(CC=NC=C(C)CCF)C[NH+]1C
CCOCCOC(=O)C[C@@H1]1NC(=C)C=C(F)C=C1,-2.26,augment,,,C=C1C=C(F)C=C[C@H](CC(=O)OCCOCC)N1
C1OC=CNC(=O)CCC(=C)C=C(N)C(O2)C=C2SS1,-4.1,augment,,,C=C1C=C(N)C2C=C(O2)SSCOC=CNC(=O)CC1
C1CCC=C1NC2=CC(=C)NC2=S,-4.54,augment,,,C=C1C=C(NC2=CCCC2)C(=S)N1
C1C(=C)C(=C)C=C1[N+1](=O)CNN2CNCC2C3=CC3,-3.95,augment,,,C=C1C=C([N+](=O)CNN2CNCC2C2=CC2)CC1=C
C=C(CC1CC[NH1+1]C=CCCCC(=O)N)C=C1C2=CC#CC=C2,-3.67,augment,,,C=C1C=C(c2cc#ccc2)C(CC[NH+]C=CCCCC(N)=O)C1
COCCCC(CN)C(SN)CCOC(C)C=CC1=CC1=C,-1.49,augment,,,C=C1C=C1C=CC(C)OCCC(SN)C(CN)CCCOC
COC=CCCC([NH2+1]CCCC=CCC1=CC1=C)C#CC=N,-3.39,augment,,,C=C1C=C1CC=CCCC[NH2+]C(C#CC=N)CCC=COC
C1C(C)C(=C)C=C2/C(C)N(C)N(CCC2C=CS1)C,-4.88,augment,,,C=C1C=C2C(C=CSCC1C)CCN(C)N(C)C2C
