ligand_idx,smiles,delta_g_kcal_mol,mw,rot_bonds,hbd,hba,qed,sa,n_rings,max_poly_run,max_alkyne_run,pains_flag,brenk_flag,source
674,[C][C][C]([C])[C][C]n1[c]c2[c][c][c][c]c2c1[C]N/[C]=[C]/[C]=[C]/[C],0.0,269.242,8,1,1,0.5642,7.706,2,2,0,0,1,recovered_735
675,[C]=[C][C][C][C]1[C]C(=[C])c2[c][c][c][c]c21,0.0,168.154,3,0,0,0.6401,7.6496,2,1,0,0,0,recovered_735
676,[C][C]([C])/[C]=[C]/c1[c][c][nH]c1[C]Cl,0.0,170.578,3,1,0,0.7079,7.1823,1,1,0,0,0,recovered_735
677,[C]/[C]=[C]/C1=C([C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]c2[c][c][c][c]c2/[C]=[C]/N)[C]=[C][C]1,0.0,304.287,8,1,1,0.5731,7.7934,2,3,0,0,1,recovered_735
678,[C]#C/[C]=[C]/[C]=[C]/[C]C1=[C][C]=[C][C][C]1,0.0,156.143,3,0,0,0.423,7.6928,1,2,1,0,1,recovered_735
679,[C][C][C][C][C][C]/[C]=[C]/[C]1[C][C]C2=C1[C]=[C][C]2,0.0,192.176,6,0,0,0.5586,7.6595,2,2,0,0,1,recovered_735
68,[C]/C([C][C]/[C]=C1\[C][C][C][C]2[C][C][C][C]=C21)=[C]\N=[C],0.0,218.194,4,0,1,0.6328,7.8826,2,2,0,0,1,recovered_735
680,[C]/[C]=[C]/[C]=[C]/C1=[C][C]=[C][C]1NC(=O)[C][C][C]([C])/[C]=[C]/[C]N,0.0,263.235,8,2,2,0.4759,7.0691,1,4,0,0,1,recovered_735
681,[C][C][C][C]1[C][C]([C]=O)[C]2[C]([C])[C]([C])[C][C]12,0.0,184.153,3,0,1,0.6293,7.1825,2,0,0,0,0,recovered_735
682,[C]/[C]=[C]/[C]=C1/[C][C]=[C][C]1[C]Cl,0.0,155.563,2,0,0,0.5681,7.3201,1,2,0,0,0,recovered_735
683,[C][C]/[C]=[C]/C1=[C][C][C]([C]/[C]=[C]/[C]=[C])C(/[C]=[C]/[C]=C(\N)[C]=O)=[C]1,0.0,272.242,8,1,2,0.5239,7.3475,1,5,0,0,1,recovered_735
684,[C][C]/[C]=[C]/[C]=[C]/[C][C][C][C][C][C]1[C]2[C]=[C][C]=[C]N2N/C1=[C]\[C]=[C],0.0,281.253,9,1,2,0.5003,7.607,2,2,0,0,1,recovered_735
685,[C][C][C]/C([C])=[C]/[C][C]/[C]=[C]/NC(=O)N[C]1[C][C][C]2[C][C][C]([C])[C]=C2[C]1,0.0,310.271,7,2,1,0.5359,7.3808,2,1,0,0,1,recovered_735
686,[C]/[C]=[C]/[C][C][C][C]([C])C(=O)[C][C]1[C]=[C][C]=[C]1,0.0,196.164,7,0,1,0.5479,7.2879,1,2,0,0,1,recovered_735
687,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C]C2=C([C][C][C])[C]=[C][C]2[C@@]1(O)[C][C],0.0,281.249,8,1,1,0.6605,7.9117,2,3,0,0,1,recovered_735
688,[C][C]/[C]=C1/[C]=[C]SN1,0.0,119.148,1,1,2,0.5102,7.2484,1,2,0,0,1,recovered_735
689,[C][C][C]/C([C])=[C]/[C]=[C]/[C]=C1/[C]([C])[C][C][C]N1N/[C]=[C]/[C]=[C]/[C](O)Cl,0.0,321.702,8,2,3,0.5249,7.3951,1,3,0,0,1,recovered_735
69,[C][C]1[C]=[C]C([C])([C])N[C]1[C],0.0,123.114,0,1,1,0.4759,7.4694,1,1,0,0,0,recovered_735
690,[C][C][C]1[C][C][C]C([C])([C])[C]1N,0.0,136.133,1,1,1,0.5449,7.4041,1,0,0,0,0,recovered_735
691,[C]=[C][C]c1[c][c]c([C]/[C]=[C]/[C]=O)[nH]1,0.0,163.135,5,1,1,0.6266,6.981,1,1,0,0,1,recovered_735
692,[C][C][C][C]1[C][C](c2[c][c][c][c]c2[C])[C][C]1[C]c1[c][c][c][c][c]1,0.0,264.242,5,0,0,0.7741,5.0895,3,0,0,0,0,recovered_735
693,Br[C]1[C][C][C][C]1,0.0,139.959,0,0,0,0.4745,7.2709,1,0,0,0,0,recovered_735
694,[C]C(=O)N[C]/[C]=[C]/[C]1[C][C]=[C][C]=C1[C]Cl,0.0,210.599,4,1,1,0.6815,7.016,1,2,0,0,1,recovered_735
695,[C][C][C][C@@]12[C][C][C][C]1[C][C]=[C][C]2[C][C],0.0,168.154,3,0,0,0.5907,6.7519,2,1,0,0,0,recovered_735
696,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
697,[C]/[C]=[C]/[C]=[C]/[C]([C])[C][C][C][C](O)[C][C]([C])[C]c1[c][c][c][c][c]1,0.0,269.238,10,1,1,0.6395,7.6567,1,2,0,0,1,recovered_735
698,[C]/[C]=[C]/[C]=[C]/[C]/C([C])=[C]/[C]=[C]/[C]=[C]/[C][NH],0.0,183.169,6,0,0,0.5473,7.377,0,3,0,0,1,recovered_735
699,[C][C]1[C]N[C][C]([C][C@@]2([C])C([C])=[C][C]=C2/[C]=[C]/[C]([C])[C])[C]1,0.0,243.224,4,1,1,0.7798,6.8108,2,3,0,0,0,recovered_735
7,[C][C][C][C][C]1[C][C]([C])[C]([C])[C@]1([C]/[C]=[C]/O[C])[C]=[C],0.0,220.186,7,0,1,0.5863,7.9833,1,1,0,0,1,recovered_735
70,[C][C]([C])[C][C]1[C][C]c2[c][c][c][c]c21,0.0,156.143,2,0,0,0.6025,7.8073,2,0,0,0,0,recovered_735
700,[C][C]([C])[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]C([C])([C])[C]=O,0.0,196.164,7,0,1,0.5465,7.3502,0,3,0,0,1,recovered_735
701,[C][C][C][C][C][C]([C])/[C]=[C]/[C]=[C]/[C][C]C([C])=O,0.0,196.164,9,0,1,0.3918,7.1571,0,2,0,0,1,recovered_735
702,[C][C][C][C]([C])/[C]=[C]/c1[c][c][c][c][c]1,0.0,156.143,4,0,0,0.6122,7.8385,1,1,0,0,0,recovered_735
703,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C][C][C@@]([C])(O)[C]/[C]=[C]/c1[c][c][c][nH]1,0.0,272.242,10,2,1,0.4779,7.981,1,3,0,0,1,recovered_735
704,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]c1[c][c][c][c]c1[C]=O,0.0,220.186,7,0,1,0.6267,7.4901,1,3,0,0,1,recovered_735
705,[C][C]([C])[C][C]NC(=[C])[C@@]1([C])[C][C][C]2[C][C][C][C]=C21,0.0,219.202,5,1,1,0.6788,6.592,2,1,0,0,1,recovered_735
706,[C][C][C]1[C]([C])[C][C][C]1[C],0.0,108.099,1,0,0,0.4642,7.5876,1,0,0,0,0,recovered_735
707,[C][C][C]1[C][C][C][C]1[C]Cl,0.0,131.541,2,0,0,0.5307,7.3519,1,0,0,0,0,recovered_735
708,[C][C][C]/[C]=C1/[C][C][C]2[C]=[C][C][C]21,0.0,144.132,2,0,0,0.543,7.6735,2,1,0,0,0,recovered_735
709,[C][C]/[C]=[C]/C([C])=[C]/[C]=[C]/[C]=[C]/c1[c][c][c][nH]1,0.0,195.18,5,1,0,0.6802,7.6219,1,4,0,0,1,recovered_735
71,[C][C]([C])C(=O)[C][C][C]1[C][C][C][C]1,0.0,148.12,4,0,1,0.563,7.2471,1,0,0,0,0,recovered_735
710,[C]=[C]/[C]=[C]/[C]=[C]/c1[c][c][c]n1[C]Cl,0.0,181.581,4,0,0,0.6178,7.3919,1,3,0,0,1,recovered_735
711,[C][C]/C([C])=C([C]C1=NC(=O)C2=C([C]1)[C]=[C][C]2)\[C]=[C]\C#CC([C])=O,0.0,286.225,4,0,2,0.4306,6.8682,2,2,1,0,1,recovered_735
712,[C][C]1[C][C](C([C])=O)[C]([C]2[C][C][C][C][C]2)C(=N)N1,0.0,214.183,2,2,2,0.683,7.0827,2,0,0,0,1,recovered_735
713,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C]2[C][C]([C][C]/[C]=[C]\[C]=[C]\[C][C]=O)[C]1[C][C][N]2,0.0,306.259,10,0,1,0.5521,6.3207,2,3,0,0,1,recovered_735
714,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C]1[C][C][C]O1,0.0,280.241,10,0,1,0.5537,7.6927,1,7,0,0,1,recovered_735
715,[C][C]/[C]=[C]/[C][C]C1=c2[c]nc([C][C]/[C]=[C]/[C]=[C])c([C])c2=N[C]1,0.0,268.234,8,0,2,0.6082,7.4288,2,2,0,0,1,recovered_735
716,[C][C]1[C]=[C][C]=[C]N1[C]=O,0.0,114.083,1,0,1,0.4608,7.2902,1,2,0,0,0,recovered_735
717,[C]/[C]=[C]/[C]=[C]/[C]([C][C]O[C])[C]1[N][C][C][C]1[C]/[C]=[C]/[C]1[C][C][C][C]1[C],0.0,294.248,9,0,1,0.5869,7.8005,2,2,0,0,1,recovered_735
718,[C][C]([C]S)[C][C][C]1[C][C][C][C][C]1,0.0,165.196,4,1,1,0.5958,7.6712,1,0,0,0,1,recovered_735
719,[C][C]N/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]([C])N[C]1[C][C][C][C@]([C])([C]O)[C]1,0.0,287.257,9,3,3,0.4242,7.9727,1,4,0,0,1,recovered_735
72,[C][C]N/[C]=[C]/[C]1[C]C2=C([C]1)C([C])=[C][C]2,0.0,171.158,3,1,1,0.6187,7.5729,2,2,0,0,1,recovered_735
720,[C]c1[c][c][c][c]c1/[C]=N/[C]C#[C],0.0,146.128,2,0,1,0.4309,7.6526,1,0,1,0,1,recovered_735
721,[C]=[C][C][C]C1=C([C]Cl)[C]=[C][C]1,0.0,155.563,4,0,0,0.5793,7.3201,1,2,0,0,0,recovered_735
722,[C][C][C]1[C][C][C]2[C]=[C][C](/[C]=[C]/[C]c3[c][c][c]c([C])[c]3)[C]=C12,0.0,252.231,4,0,0,0.7674,7.9162,3,1,0,0,0,recovered_735
723,[C]=[C][C][C]/[C]=[C]/c1[c]c2[c][c][c]n2c2c1[C]1[C][C][C](Cl)[C]1O2,0.0,293.668,4,0,1,0.7887,7.2201,4,1,0,0,1,recovered_735
724,[C]/[C]=[C]/[C]=C1/[C][C]([C])[C]C1([C])[C],0.0,144.132,1,0,0,0.514,7.7218,1,2,0,0,0,recovered_735
725,[C][C][C][C]([C]=O)/[C]=[C]/[C]=[C]/[C][C],0.0,148.12,6,0,1,0.4986,7.0878,0,2,0,0,1,recovered_735
726,[C][C][C]/[C]=C(\[C])[C][C]/[C]=[C]/[C],0.0,132.121,5,0,0,0.5225,7.4507,0,1,0,0,0,recovered_735
727,[C][C]C(=[C])C1=C(Cl)[C][C][C@]12[C]1[C][C][C]N[C]1[C]c1[c][c][c][c]c12,0.0,302.699,2,1,1,0.8816,7.4298,4,2,0,0,0,recovered_735
728,[C]/[C]=[C]/[C]=[C]/[C]S[C][C]C1=[C][C][C][C]N1,0.0,203.225,6,1,2,0.5153,7.628,1,2,0,0,1,recovered_735
729,[C]/[C]=[C]/[C]=[C]/[C][C][C](O)[C]C(=[C])[C][C]C([C])([C])[C],0.0,221.194,9,1,1,0.5799,7.3798,0,2,0,0,1,recovered_735
73,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/c1[c][c][c][c]c1[C]([C])[C]/[C]=[C]/c1[c]n[c][c]c1[C],0.0,326.293,9,0,1,0.6426,7.9731,2,3,0,0,1,recovered_735
730,[C]C(=O)C1=C2[C]=[C][C]=[C][C]2[C]=[C]N1,0.0,163.135,1,1,2,0.5907,7.1792,2,3,0,0,0,recovered_735
731,[C][C][C][C]([C]([C])[C][C])[C]1[C]([C])[C][C][C][C]1O[C]O,0.0,225.182,7,1,2,0.7015,7.4512,1,0,0,0,0,recovered_735
732,[C][C]([C][C]C#[C])/[C]=[C]/NC([C])=O,0.0,151.124,4,1,1,0.4345,6.709,0,1,1,0,1,recovered_735
733,[C]/[C]=[C]/[C]=[C]/[C]c1[c][c][c][c]c1[C]Cl,0.0,191.596,4,0,0,0.6377,7.4915,1,2,0,0,1,recovered_735
734,[C]C(=O)N[C]1[C]2[C][C]([C]=C1[C])c1[c][c][c][c]c1[C]2,0.0,223.19,1,1,1,0.7366,7.9648,3,1,0,0,0,recovered_735
735,[C][C]([C])[C]N[C]/[C]=[C]/[C]=N/[C]1[C][C][C]([C])[C]1[C],0.0,209.187,6,1,2,0.3854,7.4845,1,1,0,0,1,recovered_735
736,[C][C][C][C][C][C][C]C(=O)[C](/[C]=[C]/[C]=[C]/[C]O)N[C]c1[c][c][c][c]c1[C],0.0,312.263,13,2,3,0.3204,7.4,1,2,0,0,1,recovered_735
737,[C][C][C][C][C]1[C][C]=[C]C1=[C],0.0,120.11,3,0,0,0.5184,7.6351,1,2,0,0,0,recovered_735
738,[C][C][C]1[C][C][C]([C][C][C][C][C][C]N[C]2N[C]3[C][C][C][C]2[C]3)[C]=C1[C],0.0,294.272,9,2,2,0.487,6.9554,3,1,0,0,1,recovered_735
739,[C]C(=[C])[C]1[C][C][C][C]1,0.0,96.088,1,0,0,0.451,7.9533,1,1,0,0,0,recovered_735
74,[C][C]([C])[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C][C]1N[C]=[C][C]C1=O,0.0,247.212,8,1,2,0.4984,7.4196,1,3,0,0,1,recovered_735
740,[C]/[C]=[C]/[C]=[C]/[C]=[C]/N=C1\[C][C][C]c2[c][c][c][c]c21,0.0,218.194,3,0,1,0.6783,7.7573,2,3,0,0,1,recovered_735
741,[C]/[C]=[C]/C([C])=[C]/[C]=[C]/[C](/[C]=[C]/[C]=[C]/[N][O])N/[C]=[C]/[C]([C])[C],0.0,261.219,9,1,1,0.3653,7.4237,0,3,0,0,1,recovered_735
742,[C]/[C]=[C]/N=[C]/F,0.0,81.049,1,0,1,0.409,6.9522,0,1,0,0,1,recovered_735
743,[C][C]1[C][C][C]2[C][C][C]([C][C]=[C])[C]3[C][C][C][C][C@]123,0.0,204.187,2,0,0,0.6357,7.7247,3,1,0,0,0,recovered_735
744,[C][C][C][C][C]/[C]=[C]/N[C]/[C]=[C]/[C][C]N1[C][C]N[C]=N1,0.0,238.209,10,2,4,0.4065,7.5412,1,1,0,0,1,recovered_735
745,[C][C][C][C][C]/[C]=C1\[C][C]=C([C][C][C][C]2[C][C]3[C][C][C]2[C]([C])[C]3[C])C1=N,0.0,303.279,8,1,1,0.6637,6.8179,4,1,0,0,1,recovered_735
746,[C]/[C]=[C]/[C]=[C]/N/[C]=[C]/[C]=[C]/[C][C][N][C][C]=O,0.0,201.164,9,1,2,0.3132,7.1411,0,2,0,0,1,recovered_735
747,[C][C][C][C][C][C]C1=C([C][C][C][C])[C]=[C][C]1,0.0,180.165,8,0,0,0.4947,7.5969,1,2,0,0,1,recovered_735
748,[C][C]/[C]=[C]/[C]/[C]=[C]/[C]([C]=[C])c1[c][c][nH]c1[C]Cl,0.0,230.633,7,1,0,0.7367,7.3225,1,1,0,0,0,recovered_735
749,[C]N[C]C1=C([C]Cl)[C]=[C][C]1,0.0,146.556,3,1,1,0.586,7.2631,1,2,0,0,1,recovered_735
750,[C][C]/[C]=[C]/[C]=C(\[C][C][C]([C])[C][C]/[C]=[C]/[C]=[C]/[C]=[C])C([O])=O,0.0,260.207,11,0,1,0.4029,7.1482,0,3,0,0,1,recovered_735
751,[C][C][C][C][C]([C][C]1[C][C][C]=[C]N1)/[C]=[C]/[C]=[C]/[C]C1=[C][C]=[C][C][C]1,0.0,279.257,9,1,1,0.6286,7.9856,2,2,0,0,1,recovered_735
752,[C]/[C]=[C]/N[C]([C])[C]1[C][C]=[C][C]([C])[C]1[C][C][C]=[C],0.0,207.191,6,1,1,0.6353,7.5388,1,1,0,0,1,recovered_735
76,[C]/[C]=[C]/[C]=C(\[C])[C]1[C]C(=[C])[C][C]1Cl,0.0,179.585,2,0,0,0.5676,7.2026,1,2,0,0,1,recovered_735
77,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
78,[C][C]N/[C]=[C]/[C]=C1/[C][C][C]C1=[C],0.0,147.136,3,1,1,0.5746,7.5626,1,3,0,0,1,recovered_735
79,[C]/[C]=[C]/[C]=C(/Cl)[C][C]1[C][C][C][C@@]12[C](O[C])[C][C]C2([C])[C],0.0,267.65,4,0,1,0.7082,7.3944,2,2,0,0,1,recovered_735
8,[C][C][C]([C][C][C]=[C])/[C]=[C]/[C]=[C]/[C]1[C][C][C][C]1,0.0,192.176,7,0,0,0.5332,7.7167,1,2,0,0,1,recovered_735
80,[C][C][C][C]/[C]=[C]/C#C[C]([C])[C][C][C]C(=O)[C][C][C][NH],0.0,235.201,10,0,1,0.4,7.0062,0,1,1,0,1,recovered_735
81,[C][C][C][C][C]N/[C]=[C]/c1[c][c][c][c][c]1,0.0,171.158,6,1,1,0.4883,7.7064,1,1,0,0,1,recovered_735
82,[C][C]/[C]=[C]/[C]=C1\[C][C][C]([C][C])[C]1[C@]1([C])[C]=C([C])[C]=C1[C],0.0,240.22,4,0,0,0.7022,6.4501,2,2,0,0,0,recovered_735
83,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]([C])[C]=O,0.0,184.153,6,0,1,0.5541,7.1917,0,5,0,0,1,recovered_735
84,[C]/[C]=[C]/[C]=[C]/[C]=C([C])/[C]=C1/[C][C][C][C][C]1[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C],0.0,288.264,8,0,0,0.6001,7.828,1,4,0,0,1,recovered_735
85,[C]/[C]=[C]/[C]=[C]/[C]=C1\[C][C]N[C](/[C]=[C]/[C]=[C])[C]1,0.0,195.18,4,1,1,0.6541,7.6176,1,3,0,0,1,recovered_735
86,[C][C][C][C][C]/[C]=[C]/[C][C]1[C][C][C][C][C]1,0.0,168.154,6,0,0,0.5215,7.7678,1,1,0,0,1,recovered_735
87,[C][C][C]([C])[C][C][C][C][C]1[C][C]2[C][C]([C])[C][C]2C1=N,0.0,219.202,6,1,1,0.6514,7.3955,2,0,0,0,1,recovered_735
88,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C],0.0,192.176,7,0,0,0.5332,7.3617,0,5,0,0,1,recovered_735
89,[C][C]/[C]=[C]/[C]=C1\[C][C]C(/[C]=[C]/C(Cl)=[C]\[C]=[C]\O[C])=C1O,0.0,272.646,6,1,2,0.5939,7.0781,1,6,0,0,1,recovered_735
9,[C]c1[c][c][c]c([C])[c]1,0.0,96.088,0,0,0,0.447,7.9443,1,0,0,0,0,recovered_735
90,[C][C][C]/[C]=[C]/[C]=[C]/[C]=C1/[C](O)[C]2[C][C]([C])[C][C]2[C]1Cl,0.0,256.647,4,1,1,0.7628,6.9816,2,3,0,0,1,recovered_735
91,[C]/[C]=[C]/[C]=C1/[C](/[C]=[C]/[C]=[C])N([C])[C][C]=C1N[C],0.0,209.187,4,1,2,0.6802,7.5637,1,3,0,0,1,recovered_735
92,[C][C][C](Cl)S[C][C][C](N)N[C]([C])[C]1[C]=[C]C([C][C])=C1N[C],0.0,305.749,10,3,4,0.5677,6.9512,1,2,0,0,0,recovered_735
93,[C]=[C][C][C][C]1[C][C][C]/C(=[C]\[C][N][C]2N=[C]c3[c][c][c][c]c32)[C]1,0.0,268.234,6,0,1,0.7398,7.8732,3,1,0,0,0,recovered_735
94,[C][C]1[C][C]2[C]=[C][C]3[C][C]2C(=[C]3)[C]1,0.0,144.132,0,0,0,0.4764,6.8385,3,1,0,0,0,recovered_735
95,[C]/[C]=[C]/[C]=[C]/F,0.0,79.053,1,0,0,0.4081,6.9443,0,2,0,0,1,recovered_735
96,[C][C][C][C][C]N[C]/[C]=[C]/[C]=[C]/[C]([C])C1=C2[C][C][C][C][C@@]21[C],0.0,255.235,9,1,1,0.3707,5.4356,2,2,0,0,1,recovered_735
97,[C][C]([C])/[C]=[C]/[C][C]1[C]=[C][C]=[C]O1,0.0,148.12,3,0,1,0.5755,7.6955,1,2,0,0,0,recovered_735
98,[C]c1[c][c][c][c]c1[C]Oc1[c][c]c([C][C][C]/[C]=[C]/[C]=[C])[c]c1O,0.0,285.237,8,1,2,0.592,7.6454,2,2,0,0,1,recovered_735
99,[C][C]1[C]C([C])=[C][C]([C])[C@]1([C])[C][C][C]/[C]=[C]/[C]1[C]=[C]N=N1,0.0,244.212,5,0,2,0.659,5.1521,2,1,0,0,1,recovered_735
