idx,smiles,delta_g_kcal_mol,source
319,C[C@H1]C1=NC(C)NCC=CCCCS1[C@H1](C)C=CC=CC=C=CNC,0.0,augment
320,CCC[C@@H1](C)C=C=C1SC(C)C2=C1C=CC=C2C(C)=O,-4.96,augment
321,CCC1(C=2)C=C/S3C=2CCC=CC(C=NC[C@@H1]34)COCCC14C,-4.8,augment
322,CCCCC(C)CCC(=O)NC(C=N)C=CC=O,-3.37,augment
323,O=CC1C(C)=CC=C1/C(=C)CF,-3.32,augment
324,CC(CCC=C)=NCC=CC=O,-3.21,augment
325,COC=CCC1C=CC=C1CNC(=O)C2CC=CC=C2CC=O,-3.64,augment
326,CC(C)(C)C(=O)CCCCCS(C)#N,-2.41,augment
327,C[C@H1]([O-1])C(N)SCCN=NC(C)C(=O)C1CCCCC=C1,0.0,augment
328,C1CCC2CCS1[C@@H1][C@@H1]2C#N,-3.99,augment
329,CN(C)CCC(O)CC=O,-2.55,augment
330,C=CC=C(SCCCC=C(C)C(=C)C=CC)CC=O,-3.36,augment
331,C1CCC=C1C=CC=CC(O)NC=C2CCNC=N2,-4.11,augment
332,C1CC=NC=C1C=CC=CCNCC2CN[C@H1](C)C2(C)CCC=C3C=C3,-4.36,augment
333,C=CC[C@@H1](C)NC(S(C)=NC1=O)C=CC1C=NC=CC(=O)N,-4.05,augment
334,CC(=O)NC=CC1=CC=CONC(C=CNC1CCC=O)CCC,-4.58,augment
335,O=C(C)C1(C)C2=C3SC3(C4=C12)SCSC4,-4.35,augment
336,CNCNC([C@@H1])CCNC(O)OC(C(CCC)=NC)=CNCOC(C)C=NOO,0.0,augment
337,CC=CCC1(C(C2)CC[C@H1]NC=CC=C1C(=C)C#C)[NH1]2,-3.99,augment
338,C1CCC(N)C=CC(=O)C=C1C(=C)C=CC2=CC(CC=C2)C,-5.11,augment
339,CC(C)OC=CC(N)C=CN=CC=CCC=O,-3.43,augment
340,CC(C)(C)CCC(=O)C=C(C)C(O)C=COC,-3.51,augment
341,CCNC=CC(CNC=NC(=O)CCCCCC1C)=C1CCC=C,-4.27,augment
342,COC=C1CCC=C1CN(C2=CC=CN=C(C)C2SSC3)O3,-4.25,augment
343,COC(=O)C=CCOCC([C@H1])NC1[C@H1][C@@H1](C)C1=O,-3.11,augment
344,CCCCC(C)C1=C(C[NH1+1]([C@H1]CCC[C@H1]CCC1CO)C=C)CC#C,-3.46,augment
345,C1C=NC=CC=C1NC2=CC2CC=NN3[C@@H1][C@H1]=CCC3CC(C)O,-4.73,augment
346,CCCCC=CNC(CCN1NC=O)C=CC=C(C)CC1,-4.29,augment
347,C=CCCC[C@H1](C1CCNC(O)C(C)C2=C)C=CC=C12,-3.95,augment
348,CC=CC1=CCC2=CC=C1N2CNC=CC(C=NC3[C@H1](C)CC3=C)S,-4.08,augment
349,O=CCNC=CN=NNCC[C@H1](NCCOCOCC[C@@H1](C)CC=CC)CC=CCC,0.0,augment
350,CC(C)C=NN=C[C@H1]C1C(C(C)=C1S2N=CC3)=CCCC=C3C=CC2C=C,-4.85,augment
351,C1C(C)(C)NC=C1C(=O)C2OC=CC2CCCC,-3.97,augment
352,NC=C1C=NCNC(=O)CC[NH1+1](C(=C)CO1)C=CC,-3.68,augment
353,C[C@H1]CC(C(=O)N[C@@H1]CC)[C@@H1](C)CC=O,-2.67,augment
354,CCCC=C(C=C[C@@H1](N)C)CC=O,-3.34,augment
355,OC1[NH2+1][C@@H1](C)NCCCCC=C(C)C=C1CC,-4.3,augment
356,CC(C)[C@@H1]C=CC(=C)C=O,-3.61,augment
357,C[C@H1]C=C(SC(=O)OC)CC=CC=CC=O,-3.19,augment
358,CC(O)CCN(CC=CC)CCC[C@@H1]C=NC=CNC=CCN,-2.36,augment
359,CCCCC(C1[C@H1])CCOC(C2O[C@@H1]C)C2CC=C1C,-4.3,augment
360,CC=CC=CC=CCCCOC1CNC=CSC=C1,-3.69,augment
361,FC=CC1=C2/C(C)N1CCCCCC(C)CCC2,-4.25,augment
362,C[C@H1](C)[C@@H1](OC)CCCCN=CCC=CC=C=CCCl,-2.86,augment
363,CNC1=CC=C/C=C1C=CC(C=CC=CC(N)C)C2CN=C2,-4.59,augment
364,C=C(O)C(C)C=O,-3.03,augment
365,OC=CC[C@H1]([C@@H1]C1C2CCC=CC=CNC=NNC3=CC3CCC1)C2,-5.16,augment
366,CCCCNC1C=CC=CC1CCC(=O)C(C)C(C)CNC#N,-3.03,augment
367,CCCC1CC[C@@H1]SC(C)CC2CC2CN(O)CC=C1,-4.65,augment
368,C#CC,-1.67,augment
369,C12C=CC3=C4C=C=C1C=C=NCC(=O)[C@H1]4C(OC)C3=CC2,-4.65,augment
370,C=12CC(C=1CNCCC[NH1+1]CC(C3)=CCC(N)C=CN3CC)C=C2,-3.92,augment
371,O[C@H1](CCCNC=CCC=CC=CC=O)CCCN=CNC=CC=CC=C,0.0,augment
372,CCC=CCS(=C)NCSC(=C)CC=NC=CC=O,-2.6,augment
373,CC=N[C@@H1](CNC=C[NH1]C=C1C(=C2)/C2CC=C)CC3OC1CC=C3,-4.33,augment
374,CCC=CCC(N=NC[C@H1](C)SCCC=CC(=C)C)=CF,0.0,augment
375,CC=CC1=NC1C[NH3+1],-3.07,augment
376,CC1OC=CC(O)C(C2)=C2NC=NC3=CC3(CC1=O)C,-4.08,augment
377,CC=CC=CC(C)C=O,-3.56,augment
378,CC(C)(NCC=C)OC[C@H1]OC1=[C@@H1]C=CC=CC=C1Cl,-2.82,augment
379,CC1=NC=CCC=CC=NCCCN1C=CC(CN)=CC=C=C,-4.46,augment
380,CCO[C@H1](C[C@@H1](C)CC=O)NCC(CCCC)C(C)OOCC1=CC1,-1.63,augment
381,O=CCNC=NC#CC(=O)CCCC(C)C1=NN(C)C1C=C,-4.13,augment
382,C1=CC([C@H1])(C[NH1+1]C2SC=CN=C2CCOC1CCO)S=O,-5.52,augment
383,CCOC=CC=C=CCOC(C)CN=CCCCC1CC1C#C,-3.4,augment
384,CC(C)[C@@H1]NCCN=C1CC(=O)NC1CNNOC=CC=C2CC2Br,-2.7,augment
385,C1CCC(C)=CC=C1CNCNCCCC=CC=CNC(C)C=CCCCOC=NN,-4.16,augment
386,C1OC=CC2C(NC)[NH2+1]C(C)(CC=C)C=C2C1,-3.84,augment
387,CC[NH1+1](OC)CCC[O-1],-2.7,augment
388,C1[C@H1]C(=O)CC(=O)NC=CC2=CC=CC=C2C=CS=CNCC1,-5.02,augment
389,[NH3+1]/C1(O)/C(N)C=C1CC=CC=NC=C=C2CC2,-3.56,augment
390,CC=CC=CC(=C)C(C)[C@H1]CCCNC(=O)C[NH1+1]CCCCCC=C=NC=N,-1.51,augment
391,CCCCN[C@H1][NH1+1]CCC=O,-2.73,augment
392,O=C(CN[C@H1](O)C=CCF)C=CC=O,0.0,augment
393,CNC[C@@H1](CC1CCS=C)C1CCCC(CC2C=CCCC=C)C=C2,0.0,augment
394,CCOC=CCCC(CNC(=O)C)=CC=CCC=CC=C,-3.39,augment
395,CCOCCCC=CC(=O)CC=CC=CSCCN(C)C1CCCC1=C=NC,-3.5,augment
396,CCOC=CC=CC1=C(F)C=SN1C=C,-3.66,augment
397,C1C(N23)C(C=NC)N[C@H1]CCC=C2C=C3C1,-3.9,augment
398,CC=CC(CCC(C)NC=NC#CCC=CC=C)=NON,-3.19,augment
399,CC(=N)N1C=CC=CN1C(C)C(C2)CC2,-3.86,augment
400,CC(=O)CCNC=CCCN=S=O,-3.42,augment
401,CC=CC=CC=C(CCNC=O)C=CC(C)(C)CC(=C1)C1CC2C=N2,-4.03,augment
402,C1[NH1+1](C2[C@H1]C3NCCCC=CC=CC(C2)N)C3CCC1,-5.2,augment
403,O=C(C)/NNCCNCCCCC=1N=CCON=1,-1.71,augment
404,CCC(=O)\C1=CC=CC=C(O)NC[C@H1](C)C=CC=COCC1,0.0,augment
405,C[C@H1]CC[C@H1]NC[NH1+1]CC[C@H1](C=CC(C)CCC)C=C=CC=N,0.0,augment
406,CCOC=CC1=CN=CCC=CC(NC)=CC1C=O,-3.35,augment
407,CCCN(C(=O)C(CC)C=CC=CC=CCC1)CC12C3CC23,-4.57,augment
408,COC=CC=CC=C=CC#CNC=CN1N(C2)[C@H1]2C[C@H1](C)C1SC,-4.19,augment
409,CC(C)[C@@H1]1CCON1CCCCCCC=CCSN=O,-4.33,augment
410,CCC=CN(NC=C)C=CC(=O)NC(=O)NC1=NC=CNC1=CC2COO2,-4.43,augment
411,CCC[C@@H1](C[NH1+1]C=O)C1NNCCNCCC(=O)CCC1,-3.8,augment
412,CCN(CC)C=NC=O,-3.05,augment
413,CC=CC(C1CCC[C@@H1]1COCC(C)=CCC2C(C)CN2)CC3CC=NC3,-4.44,augment
414,CCCNC=CC1=C(C)CC1CCF,-3.04,augment
415,C[C@H1](OCCC)CCC[C@H1]CCC=O,-2.86,augment
416,O=C(COCCCCC=CC)NC1CCNCS1C=O,-2.61,augment
417,CCC=C=CC=CC=CC=CC(C)CC=CC=CC=CN=O,-4.52,augment
418,CC(=O)NC=CN(CC[NH1+1](C)C=N1)CC(=C2)C2C1,-4.09,augment
419,C1[C@H1]C=CCNCCCCC1C=CCCC=[C@H1]C,-4.45,augment
420,C=C(C)NC=CC=O,-3.01,augment
421,C1C=CC(C)C1NSCN(C=CNC)CC2=CCCNCCCC=C2,-5.05,augment
422,CC=CC(C=NC12C(C3)OC=O)N(C)C3CNC1C4=CC4C=CN2,-3.92,augment
423,CCOCCNC=CC(=O)NC=NC(C)CCCCF,-2.43,augment
424,CCC[C@H1]=CNC(=O)CCC=C=CC(=NN1)CCCCC1NC=CC=C,-4.65,augment
425,C=1COC=NC=C=1,-2.56,augment
426,C[C@](C1O)C=C=CNC(O)C=C(Cl)C1[C@H1]NC=O,-3.97,augment
427,C1[C@@H1](PC2C(=O)C=C(O)C(C)C=O)CC2C=N1,-4.38,augment
428,COC=CC=O,-2.4,augment
429,C1COCCC1=C,-2.87,augment
430,NC=CC1=NCC=C[C@H1]1COC(CCCl)C=CC=CF,0.0,augment
431,C[C@H1]CCCC1C=C1CN2[C@H1](O)C(C)C2C(C)=CC=CCC,0.0,augment
432,C1OC1SCCCC=C(C(CF)CC)CCC[C@@H1]CC,-2.62,augment
433,C1C(C)N1NC(=O)NN2C=C[NH1]C=NC(=C)N(Cl)C=CC=C2C=CS=O,-5.62,augment
434,C[NH1+1](C)OCC[C@@H1](C)CCC=CC=O,-3.21,augment
435,C1[C@@H1](C)C1C(=C)C=O,-3.51,augment
436,CC1(C)[C@H1](O)N1CCCCCCC=NN2CCCN2CCC=C,0.0,augment
437,C[C@H1](C1)[C@@H1](CC2)N2C1C=O,-3.68,augment
438,C1C=CSC=N1,-2.6,augment
439,CC(=O)NC(=O)NS1CC(C)=C2C=C(C=CC2NN1C=C)C=O,-4.42,augment
440,COC(CNC=C1C=CC#CC1)CCN[C@@H1]C,-2.52,augment
441,CC=CC=O,-2.7,augment
442,C1OC=CC1(C(C)NNCNC=O)C=CC=CC=CC#CCC,-3.5,augment
443,CCCC=C(C[C@H1])O,-3.16,augment
444,C1[C@H1]CCCCC#CNCCCOC=CC=C2CC=CC=C21,-5.09,augment
445,O=C(C)[C@H1][NH1+1]1CCC(C)C=CC(C=CC2=CC13C)C32,-4.79,augment
446,CCCCCNCCCC(CC#CF)CF,-2.12,augment
447,CC=CC=CC#CC(=O)NOCCC=C1C(C)CC1,-4.22,augment
448,CCNS=CC=C=C,-3.53,augment
449,CCOC=CC1=CC=C2CCC1(CC2)CCC(C)C,-4.0,augment
450,CN[C@H1](C1[C@@H1]CCCNC=O)C1CCC,-2.97,augment
451,C#CC[C@@H1](N)NC(=O)NC=C1C(C1(C)CC=CCNC2)CC=CC2C,-4.61,augment
452,CC(C)C1=NS(S)N1CC(=O)CNN2C=CC(C)C=C2SCC=O,-3.63,augment
453,O=C[NH1]C=CC=C(N=O)CCC=CS,-3.76,augment
454,C1NCCC(CCCCCC=O)C1C,-3.86,augment
455,CCC=NN(CCCC=CCF)C=NC=CCCCSF,-2.53,augment
456,CCNS=CC=CC=CN=N[NH1]C(=O)N(C)CC(=O)NN(C1)CCCC1CF,-3.99,augment
457,O=CCNN(C)C=C1C=CN=CC(C)=CC(C=CC=CF)C1CCC,-3.54,augment
458,C1CCC(C=CC2)=C12,-3.36,augment
459,CC[C@@H1]CCCN[C@@H1]C(C)CC=O,-2.93,augment
460,C1COC(O)NC=C=CNCC1C=C=C(C=CC[N+1]=O)C,-4.92,augment
461,CC=CC=O,-2.7,augment
462,COC=CC1=CC(=O)[C@@H1]1O,-3.44,augment
463,CC=CC=C[NH1+1]CC(=O)NCC(=O)NC(=O)NC=CC=CC#CCC1C=N1,-4.43,augment
464,C1CCCC(C[NH1+1]C[C@@H1](C)C(C)C=CC2C)C=CC=C21,-5.29,augment
465,CC=C(C)C(C(=O)CCC1=CC=O)N1CCC=O,-3.4,augment
466,C[C@](O)C[C@H1]=CC=CSC(F)C=CCF,-3.05,augment
467,CC(O1)C(=O)N(C)C2CC=CN2CCCCC=CC3=CC=CC=C31,-5.61,augment
468,C1CC(=O)NCCNSCCC=NN=CC2=C(C)CN2CCCCCC=C1C,-5.43,augment
469,COC1=CC=CC=C1CNC[NH1+1]CCC[C@@H1]([C@H1]2)[C@@H1]2CC=CN=O,0.0,augment
470,C1CO1,-2.12,augment
471,CCCCC=CCOC=O,-2.72,augment
472,O=CCCC=C1SC=CS2=NCOC=CNCC=C1SCC2(N=C)C=CC=CC=CC=CC#C,-4.23,augment
473,C=C(CCCN=C)C=C(NCCC(C)CC=CCC=CC=CC1=CN1)N,-3.25,augment
474,C12CN=CN=C2CSCCO[C@H1]1C3=C=NNNC3CF,-4.15,augment
475,COC=CC=CCCCCC(C)=C1C=CC=C1CCCC,-4.16,augment
476,OC(C1)(COC=C1)OOCC2=CC=CC=C2CCOC,-2.93,augment
477,COC=CC=C(O)CC([N+1]=O)C=CC=O,-3.38,augment
478,CC(=O)C[C@@H1]CCNC(C)NC=CC(C=CCF)CC,-2.43,augment
479,CO[NH2+1][C@@H1]CCC[C@H1]CNC=C[C@@H1]=CC(=O)C(=C)C(C)C,-3.27,augment
480,CC[C@@H1](CCC(=O)NCCN(C)CCC=C1C2=N)C2O1,-4.27,augment
481,CC(CCCC)(F)CC=O,-2.95,augment
482,C1C=CC=CCCCNC(C)C1(CCNSCCN)NC=CN(C2CC23)C3,-3.3,augment
483,O=C(N1N(C)CC=C1N)CCCC[C@H1](Cl)C=CC=CS(C)C=CC(C2)C=C2,0.0,augment
484,C1CNCC1(COC=C2)CCCC2COC=NC=NC,-3.2,augment
485,O=CNCCC1=NN(Br)N=CC(O)N=CN1C=C(CCCCF)F,-2.54,augment
486,C=C(CCC=CN=C=CCCC(=O)C=C)[C@H1],-3.27,augment
487,C1CN=C1C,-2.47,augment
488,C1C(C)C=CC=CN(C=C1)C=NC(=O)C2CC2F,-4.5,augment
489,CCCCCOC=C(C=N[C@H1]1C(C)C=CN1)COC=CC,0.0,augment
490,C1C2OC3C(=C)N2C([NH1+1]C)C=CCC(C)(OC)COCCC31O,-3.75,augment
491,C1CC(C)CC(C)C=C[NH1]1,-3.5,augment
492,CCNCCC(CCNC(Cl)NC(=O)C1CCON1NC=CCC)=C,-1.44,augment
493,C=CC=CCC[C@@H1]CCNCCC(CNCC)CCC1CCC=CS=C1C=N,-1.52,augment
494,C1=CCCCNCCSC(C)C=C1C2CCNCCNNC=CC2CCOC,-4.83,augment
495,CCOC=CCCCC=CN=NONNCCCN=CCONC=O,-1.47,augment
496,O=CC(N)COCC[NH1]C=CC(=O)N=O,-3.42,augment
497,COC=CC=CC(C#N)=C[O-1],-3.08,augment
498,CCCNCNCCCC=C1[C@H1](C)CCC2CCC[C@@H1]1CCC2C=CC(CCCC)C,0.0,augment
499,O=CC=C1C2CC3CCCCCC=C(F)C=CC3=C12,-5.36,augment
500,O=[N+1]([O-1])C=C1CC=CN1SC(C)C2=CC2(Cl)N=CN,-4.25,augment
501,N1=S(=O)C=CC=CNC(=O)C(=O)CCC=C1,-4.56,augment
502,CCCCC=CNC=O,-3.21,augment
503,C1CC(C)[C@H1]1C=O,-3.25,augment
504,C1CC(=O)N1C=CC(CCCCC)CC[NH1+1](C2)C#CC=3S2C=3,-3.88,augment
505,O[C@@H1][C@H1]CNC=[C@@H1]OC=CCCF,-2.54,augment
506,CSC=CC=CC=O,-3.21,augment
507,COC=CNC(SC)CC(C)C=O,-2.65,augment
508,CC(C)[C@H1]CCC=C(F)C=CC=O,-3.47,augment
509,CC=NC=C(OCNC=CCCNNC1=CC=CC)NN(C)OC[C@H1]1,-4.26,augment
510,CC=NC=C(C)CCNCNC(C)C(OC)C1(C)C(C)C=N1,-2.31,augment
511,OC(CNC(=O)N[NH1+1]CCCC=CF)CCCF,-2.61,augment
512,C=CCCC(NCOC=CC=CCCNC=NC1CN=NCC1[N+1](C)[O-1])CF,-1.71,augment
513,CC(C)C=C=NC=CC(C)=CCNCC1CC=CCC1C=C,-4.49,augment
514,C[C@@H1](NC(C)C(CO)OC#CC)C(C)C#CCCC=O,-1.42,augment
515,COC=CC=O,-2.4,augment
516,COC=CC=C(C=CC=O)ONC(=C)C=C(O)C=C=CN=CC,-3.47,augment
517,COC(C)CNC(O)CN[C@@H1](C1)CC=CC(C)=C1N,-3.25,augment
518,C1CNC=CCC=CC(C2SCN)C3=CC=C(C)CC3C=C21,-4.67,augment
519,CC1C[C@@H1]1NSNCCCC=CCCCC=C(Cl)CC,-3.05,augment
520,O=CCCCCCCCC,-2.87,augment
521,CCSC[C@](CC)CCN1C(C)NCCCC=NNCCC[C@@H1]1,-3.44,augment
522,CNC[C@@H1]C([C@H1])CCOC(CCl)CCOF,-2.2,augment
523,CC(C)C(O)(C)C=NC(C/CCC=CCCC=CC)=NN=CC=C,-3.72,augment
524,C1[NH1+1]2OCC[C@H1][NH1+1]1[C@@H1](CCCCC(C)C3CCCO3)C=C2,-4.05,augment
525,CC(C)CCCCCC=C=NC(C=CC1CCOC1)C=O,-3.37,augment
526,CC=CC=CC=C(C(=O)CC=CCC1[NH1]C=C)CC1N=O,-4.0,augment
527,C[NH1+1](CSC=NC1=NC=C1C=CCCC=NC=CNNNC=CC=C)NC,-3.43,augment
528,C1=C(O)[C@H1]=NCOCC(C)[C@@H1]1C,0.0,augment
529,C1[C@@H1]=C1CCC2C(C)C#C2,-2.99,augment
530,C[NH2+1]CC(C1C=CCC=C2CCC=C3C2C13S)C=CC=C,-4.45,augment
531,COC=CC=CC1(/C=CC=CN1C=O)CC[C@@H1]CCN,-2.64,augment
532,CC(O)[C@@H1](CC=O)C=O,-3.25,augment
533,CC1=CC(=O)N=[C@@H1]CC=CC=CC12CCCC2CCCC3=CC3N,-5.4,augment
534,C12CCC(C)=CC(C)C(=O)C1C=CC2(C=CC=CC=C3CC3)C,-5.11,augment
535,CC(C)NC=CCOCC(C1)C(C)CC1=CC(=C)C=O,-4.21,augment
536,CCCC[NH1+1]C[C@H1]NC(O)C(C)CC=NC=CC#CC,-2.48,augment
537,COCNC(=O)CCC=CC=O,-3.67,augment
538,CCC=NC[NH1+1](C)CC(C)C(C)C=CC=CCNC=C,-3.62,augment
539,CC(C)CC[NH1+1](CCCC1NC)CC2C1S2,-3.66,augment
540,CCC=CC=C(N(C=O)O[C@@H1](CC)C1C)C1=NCNOC,-3.57,augment
541,CCC[C@H1](N(N)C(N)C)SCCOCNC=CC=CC=NC(=O)N=[C@H1]CC,0.0,augment
542,CC[C@H1](O)C[NH3+1],-2.29,augment
543,CCCCN1CC[NH1+1](C)CC2=C1SCCC2=O,-3.88,augment
544,CCO[C@@H1]1C(=O)C=CC1CCC=NC=CC2(C)[C@@H1](O)OS2,0.0,augment
545,CCNC(=CC)CC(=O)N(C1)CC(C)C=C(F)CCCCC1=C,-4.55,augment
546,O=CNC=CC1C[NH1]CNC([C@@H1])C([NH2+1])CC1C,-3.77,augment
547,OOCC=CCOC=CC(=O)C=NNCCC1CC1(C)C=C,-4.17,augment
548,CCCNC[NH1+1]CCCC=CCN=[C@@H1][C@@H1]C=CCNCC(C)C=CCC=C,-0.84,augment
549,O=C(C[C@@H1](N)CC=CC1CC2=CC=CC=C2)O1,-4.32,augment
550,O=C(C[NH1+1][C@@H1]COC[C@@H1](C)CC[C@@H1]C)NC(C)CC1C=[C@@H1][C@H1]C1,-2.41,augment
551,CC1C[C@H1]1C[C@@H1]CCCC(CC=NC=C)(F)C(C)C=O,0.0,augment
552,CC=CCN=C(C=CC=C1C)ONC[C@@H1]C(C)[C@@H1]1CNCSCCC(C)N,-3.74,augment
553,CC(C)C=CC=CNSC(=NN)CCCC(C1)NC1C=N,-3.15,augment
554,C1[NH2+1][C@H1](C)[C@H1]1OC2=CC(C=CC3=CNCCC3C)CS2C=C,0.0,augment
555,CC1OC[C@H1]CCNCC=CC(=C)N=C1CS(C#CC2)=C2,-4.47,augment
556,CCCCC(C#CN1NCNC(C)(C)C)OC=C=CC=C1C(=O)CC,-3.73,augment
557,C1#CCCNCN=C1CC(=O)CCCC(C(C)(C)C=O)=C2NN2N,-2.53,augment
558,CC[NH1+1]COC(O)OC=O,-1.65,augment
559,C[C@@](C)[C@@H1]CCOC=C1C=C1CCO,-3.57,augment
560,CC=CS=CCC1C=CC=C1CC[NH1+1]C2(C)C(=O)C2CC(F)F,-3.08,augment
561,CC=C[C@@H1](C1CCCNN(C)[NH1+1]2CCC1)C=C2,-3.97,augment
562,C1C(C)[C@H1]2OC=CC=C2C=CC1C,-4.22,augment
563,C1OC1=C,-2.36,augment
564,CCCNPCNC=CC=O,-3.12,augment
565,C=CC[C@H1]C[C@@H1]C([C@@H1])CCOC(C)C=C,-2.28,augment
566,NC[NH1+1]C=NCCOC=CN=C=CC=CC=CN(OC)C1CC1,-3.46,augment
567,CC(CCCC)CN(C(C[NH3+1])[C@H1]CCCCO)N1CCCC1CC,-0.99,augment
568,CC(C)CCN=CC1=CC=CNC1[C@H1],-3.44,augment
569,C[C@H1]C=CC(CC)CC(CSC=O)CCC(F)CC=CC,-2.77,augment
570,CC=CC=CC[C@H1][C@@H1]CCOCCCN(CCCC)CCl,-1.53,augment
571,CN(CCSCCC(=O)CCC=C)C=NC(=C)C=C,-2.47,augment
572,CC(CC[C@H1]C)=O,-2.95,augment
573,CCC1NC(C)[C@@H1]C(C[C@@H1](CCC[C@@H1]1)C2)CCCC2Cl,-5.07,augment
574,CCC=CNC=NC(N)C[C@H1]NCSCCCNC=O,-2.47,augment
575,C[C@@H1](O[NH2+1]CCCC=O)F,-2.2,augment
576,C[C@H1](C)OC=C(CC=[C@H1][NH1+1]C1OC2(CC)C13)NC3CCC[NH1+1]C4CCCC=C4C=C2,-4.39,augment
577,C=C(C)C(C)C1CN1OCCC2CCCC#C2,-3.25,augment
578,CCOC=CC1=CCCN1CC[NH1+1]CCCCCCC(CONC)=CN=NC,-1.34,augment
579,CC=C(C1)[C@H1]1CCCCNC=CNC(C)C=O,-3.06,augment
580,COC=CC=CNCC[NH1]C=CC(C1)C1=N[C@@H1],-3.21,augment
581,COC=CC1=CC=NCC=NC=NC=C1NNC(C)C(O)OCCC=C,-3.59,augment
582,CC(CCC(C)CCCOCC=C=CSC)SC1SC=CC#C1,-2.82,augment
583,C1CC=CC=C1C=C2C(=C)CC=C2,-4.49,augment
584,C=[N+1]([O-1])C=CC=C1C=C2C=C2N1C=C(C(O)CC=O)C#C,-3.62,augment
585,CC=C(CC)C=O,-3.06,augment
586,O=C(NC(F)N=C)O[C@@H1](C)CC1=CN=CCN=CCCC1F,-3.95,augment
587,CCOC(=C)C(=N)NN=NCC=CC1=CC1=NN=NNNCC2CC(C)C=C2C,-4.9,augment
588,CC[NH1+1]C=NNC=CC=CC=1SS#CNC=NC(C)=C(C)C=1,-5.14,augment
589,CN(C=O)C=CC=NCC=CC=C[N+1](C)NN(C)CCC1C=C1C,-3.77,augment
590,C1CCCC(C)=CC=C1C[NH1+1](C)N[C@H1]=O,-4.01,augment
591,C1CC2[C@@H1]1COC=C=C(C(=O)NCC=C2C)C,-4.67,augment
592,C1CC(C)C=C1[C@@H1]=[C@H1]C=O,-4.02,augment
593,CCCSC1(N2)[C@H1]2CN3CCC=NC(C)C1CC4(N)C=C34,0.0,augment
594,CNC=CC=O,-2.48,augment
595,CC=C1CCC(N(CN)[C@H1]([C@@H1]2)CCCCC(C)C1)S2,-4.65,augment
596,C=[N+1](C)C[C@H1]C(CC=CC)=CC=CC=C(F)C=NSC,-3.17,augment
597,CCC=C1CC(C=CC(C2)(C)CCC1)C2,-4.37,augment
598,CCCCC(=O)CCC(S)C=NNCNC=CC=C=CCF,-2.38,augment
599,CC=C(CC(=O)[C@@H1](C1)C2=C1)C=NN2CCCC=O,0.0,augment
600,CC=CC=O,-2.7,augment
601,O=C(C)NC=CCCCC1CNCCC1C=O,-4.02,augment
602,CCN1C=C=NC(=O)C#C1,-3.63,augment
603,CC(C)[NH1+1]CCN(O)C[NH2+1]CCCCOC=C,-0.76,augment
604,C12OC(=O)C1CC[NH1]2,-3.6,augment
605,C1C=CC=CCCCOC(O)C2CCC=CC=C2OC=C1CC,-4.67,augment
606,CC(=O)[C@H1]CONNCC1=CCCS=C1C=O,-3.59,augment
607,CCOCCCC=C=CCCCCCC=NCCl,-2.53,augment
608,CCCC(NCCCC1)CNC2N(C=CCC)CC=CN=CC2=N1,-4.17,augment
609,C1C(=O)COC=CC=C1CCCC,-3.54,augment
610,CCCC(N)C([C@@H1])CNC[C@H1](CCF)CNC=CC=CC1C2CC=C21,0.0,augment
611,C[C@@H1]C=CC=CC=CCOC1CCC=C1CCC=CN=O,-4.03,augment
612,O=CCC(C=C/C=NC=CS(=C)NN=CC=C[NH1])OCC,-3.36,augment
613,CC=NNC=CNC(O)NN(C)[C@H1]CCN(C)C=O,-2.03,augment
614,CC=CC=CCN=CC(=O)NC(C)CCC(=O)C[C@H1](C)CC=C,-2.5,augment
615,COC=CNCCCC=O,-2.6,augment
616,CC1C2C3=NC(C)C4=C2NCC4CC=C1CCCC3=C,-4.95,augment
617,C#CCCC#CSCNCCCC=C1C2=CC=C1C2=C,-3.0,augment
618,C12C=CC=C(C#CC3[C@H1]1C[NH1+1]C=NC)C(C)(C)C23,0.0,augment
619,CCOC=O,-2.11,augment
620,C1C=CC=CC[C@H1](C)OCCC[C@H1]2C=C(C)C21,-4.63,augment
621,CC(=O)NCCCCN[C@H1]C1C[NH1+1]CCC(C=C)C1[C@@H1],-2.77,augment
622,CCC(CSCN)(CS[C@H1]C)NCC(C)=C=C,-1.94,augment
623,C=C(NC=CNCCCC1=S=NN(CC1C)C=C)CC,-3.27,augment
624,C1CCC(CC(C)C(=O)C=CC=C1C=CC=CC=CS=CC(C)C2)C=C2,-5.86,augment
625,C=C(CCC=C)C=O,-2.93,augment
626,CC=CC(C)=CSNCCC=O,-3.45,augment
627,C1C(C)C(=C2)CC12N3C(=O)CC4OCCC=C34,-4.46,augment
628,CC(C)NC(C)[NH1+1]CC=C[C@@H1](C)[C@@H1]CC=NN(C)CC1=CC=CC=C1C,-2.19,augment
629,CCOC=O,-2.11,augment
630,O[NH1+1](CCCCC)CCl,-2.92,augment
631,C[C@H1][C@@H1]SC=CC=CS1OC(=O)CS(ON)(CCC(C)C)=C1,-4.31,augment
632,CC=C1C=CC(N)N=CCC12C3C(C)C2=CC3=O,-4.75,augment
633,COC=CC=C1CNSC[C@@H1]1NCCC=O,-2.79,augment
634,CC(NCN1C(C)C2C1(C3)CC2CCC=CC=C3F)O,-4.86,augment
635,CC(=O)C=CNSCC(CN=NC=O)CNC=NC=O,-2.31,augment
636,C1=[NH1+1]SC(C)C=CO[N+1]1=O,-4.01,augment
